Protein,aew541_1000nm,aew541_100nm,aew541_10nm,aew541_30000nm,aew541_3000nm,aew541_300nm,aew541_30nm,aew541_3nm,amg208_1000nm,amg208_100nm,amg208_10nm,amg208_30000nm,amg208_3000nm,amg208_300nm,amg208_30nm,amg208_3nm,amg900_1000nm,amg900_100nm,amg900_10nm,amg900_30000nm,amg900_3000nm,amg900_300nm,amg900_30nm,amg900_3nm,arry380_1000nm,arry380_100nm,arry380_10nm,arry380_30000nm,arry380_3000nm,arry380_300nm,arry380_30nm,arry380_3nm,asp3026_1000nm,asp3026_100nm,asp3026_10nm,asp3026_30000nm,asp3026_3000nm,asp3026_300nm,asp3026_30nm,asp3026_3nm,at13148_1000nm,at13148_100nm,at13148_10nm,at13148_30000nm,at13148_3000nm,at13148_300nm,at13148_30nm,at13148_3nm,at7519_1000nm,at7519_100nm,at7519_10nm,at7519_30000nm,at7519_3000nm,at7519_300nm,at7519_30nm,at7519_3nm,at9283_1000nm,at9283_100nm,at9283_10nm,at9283_30000nm,at9283_3000nm,at9283_300nm,at9283_30nm,at9283_3nm,av412_1000nm,av412_100nm,av412_10nm,av412_30000nm,av412_3000nm,av412_300nm,av412_30nm,av412_3nm,axl1717_1000nm,axl1717_100nm,axl1717_10nm,axl1717_30000nm,axl1717_3000nm,axl1717_300nm,axl1717_30nm,axl1717_3nm,azd1208_1000nm,azd1208_100nm,azd1208_10nm,azd1208_30000nm,azd1208_3000nm,azd1208_300nm,azd1208_30nm,azd1208_3nm,azd1480_1000nm,azd1480_100nm,azd1480_10nm,azd1480_30000nm,azd1480_3000nm,azd1480_300nm,azd1480_30nm,azd1480_3nm,azd2014_1000nm,azd2014_100nm,azd2014_10nm,azd2014_30000nm,azd2014_3000nm,azd2014_300nm,azd2014_30nm,azd2014_3nm,azd4547_1000nm,azd4547_100nm,azd4547_10nm,azd4547_30000nm,azd4547_3000nm,azd4547_300nm,azd4547_30nm,azd4547_3nm,azd5363_1000nm,azd5363_100nm,azd5363_10nm,azd5363_30000nm,azd5363_3000nm,azd5363_300nm,azd5363_30nm,azd5363_3nm,azd5438_1000nm,azd5438_100nm,azd5438_10nm,azd5438_30000nm,azd5438_3000nm,azd5438_300nm,azd5438_30nm,azd5438_3nm,azd6482_1000nm,azd6482_100nm,azd6482_10nm,azd6482_30000nm,azd6482_3000nm,azd6482_300nm,azd6482_30nm,azd6482_3nm,azd7762_1000nm,azd7762_100nm,azd7762_10nm,azd7762_30000nm,azd7762_3000nm,azd7762_300nm,azd7762_30nm,azd7762_3nm,azd8055_1000nm,azd8055_100nm,azd8055_10nm,azd8055_30000nm,azd8055_3000nm,azd8055_300nm,azd8055_30nm,azd8055_3nm,azd8186_1000nm,azd8186_100nm,azd8186_10nm,azd8186_30000nm,azd8186_3000nm,azd8186_300nm,azd8186_30nm,azd8186_3nm,azd8330_1000nm,azd8330_100nm,azd8330_10nm,azd8330_30000nm,azd8330_3000nm,azd8330_300nm,azd8330_30nm,azd8330_3nm,abemaciclib_1000nm,abemaciclib_100nm,abemaciclib_10nm,abemaciclib_30000nm,abemaciclib_3000nm,abemaciclib_300nm,abemaciclib_30nm,abemaciclib_3nm,afatib_1000nm,afatib_100nm,afatib_10nm,afatib_30000nm,afatib_3000nm,afatib_300nm,afatib_30nm,afatib_3nm,alectib_1000nm,alectib_100nm,alectib_10nm,alectib_30000nm,alectib_3000nm,alectib_300nm,alectib_30nm,alectib_3nm,alisertib_1000nm,alisertib_100nm,alisertib_10nm,alisertib_30000nm,alisertib_3000nm,alisertib_300nm,alisertib_30nm,alisertib_3nm,alvocidib_1000nm,alvocidib_100nm,alvocidib_10nm,alvocidib_30000nm,alvocidib_3000nm,alvocidib_300nm,alvocidib_30nm,alvocidib_3nm,amuvatib_1000nm,amuvatib_100nm,amuvatib_10nm,amuvatib_30000nm,amuvatib_3000nm,amuvatib_300nm,amuvatib_30nm,amuvatib_3nm,apatib_1000nm,apatib_100nm,apatib_10nm,apatib_30000nm,apatib_3000nm,apatib_300nm,apatib_30nm,apatib_3nm,apitolisib_1000nm,apitolisib_100nm,apitolisib_10nm,apitolisib_30000nm,apitolisib_3000nm,apitolisib_300nm,apitolisib_30nm,apitolisib_3nm,axitib_1000nm,axitib_100nm,axitib_10nm,axitib_30000nm,axitib_3000nm,axitib_300nm,axitib_30nm,axitib_3nm,bgt226_1000nm,bgt226_100nm,bgt226_10nm,bgt226_30000nm,bgt226_3000nm,bgt226_300nm,bgt226_30nm,bgt226_3nm,bi2536_1000nm,bi2536_100nm,bi2536_10nm,bi2536_30000nm,bi2536_3000nm,bi2536_300nm,bi2536_30nm,bi2536_3nm,bi847325_1000nm,bi847325_100nm,bi847325_10nm,bi847325_30000nm,bi847325_3000nm,bi847325_300nm,bi847325_30nm,bi847325_3nm,bms387032_1000nm,bms387032_100nm,bms387032_10nm,bms387032_30000nm,bms387032_3000nm,bms387032_300nm,bms387032_30nm,bms387032_3nm,bms690514_1000nm,bms690514_100nm,bms690514_10nm,bms690514_30000nm,bms690514_3000nm,bms690514_300nm,bms690514_30nm,bms690514_3nm,bms754807_1000nm,bms754807_100nm,bms754807_10nm,bms754807_30000nm,bms754807_3000nm,bms754807_300nm,bms754807_30nm,bms754807_3nm,bms777607_1000nm,bms777607_100nm,bms777607_10nm,bms777607_30000nm,bms777607_3000nm,bms777607_300nm,bms777607_30nm,bms777607_3nm,bms911543_1000nm,bms911543_100nm,bms911543_10nm,bms911543_30000nm,bms911543_3000nm,bms911543_300nm,bms911543_30nm,bms911543_3nm,byl719_1000nm,byl719_100nm,byl719_10nm,byl719_30000nm,byl719_3000nm,byl719_300nm,byl719_30nm,byl719_3nm,bafetib_1000nm,bafetib_100nm,bafetib_10nm,bafetib_30000nm,bafetib_3000nm,bafetib_300nm,bafetib_30nm,bafetib_3nm,barasertib_1000nm,barasertib_100nm,barasertib_10nm,barasertib_30000nm,barasertib_3000nm,barasertib_300nm,barasertib_30nm,barasertib_3nm,barasertibhqpa_1000nm,barasertibhqpa_100nm,barasertibhqpa_10nm,barasertibhqpa_30000nm,barasertibhqpa_3000nm,barasertibhqpa_300nm,barasertibhqpa_30nm,barasertibhqpa_3nm,baricitib_1000nm,baricitib_100nm,baricitib_10nm,baricitib_30000nm,baricitib_3000nm,baricitib_300nm,baricitib_30nm,baricitib_3nm
TRYP_PIG,1.0,1.0,1.0,-1.0,1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,-0.5,-1.0,0.0,-1.0,0.5,0.0,0.5,-1.0,-0.5,-0.5,-0.5,-1.0,0.0,-0.5,-0.5,0.0,0.0,-1.0,-0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,1.0,,0.0,0.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,-0.5,0.0,0.0,0.0,0.0,-0.5,-0.5,0.0,1.0,0.0,-0.5,1.0,0.0,-1.0,-1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,-0.5,0.0,-0.5,-0.5,0.5,-0.5,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,-0.5,0.0,0.0,-1.0,-1.0,0.0,-1.0,-0.5,-1.0,-1.0,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,-0.5,-0.5,-0.5,0.0,1.0,0.0,-1.0,0.0,0.0,0.5,0.5,-0.5,0.0,0.5,0.5,0.0,-0.5,-1.0,-0.5,0.0,-1.0,0.0,-0.5,-0.5,0.0,-0.5,0.0,0.5,-0.5,-0.5,-0.5,-0.5,0.0,-0.5,-0.5,0.0,-0.5,0.5,-0.5,0.5,-0.5,0.5,1.0,-0.5,-1.0,1.0,1.0,0.5,1.0,0.0,-0.5,-0.5,-0.5,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,-1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,-0.5,0.0,0.0,-0.5,0.0,0.0,0.5,0.5,0.5,-0.5,0.0,-0.5,-0.5,0.5,-1.0,0.0,-1.0,,-1.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.5,1.0,-0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,-1.0,-1.0,-0.5,-0.5,-1.0,-1.0,-1.0,-0.5,1.0,0.0,0.5,0.5,0.0,-0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,-0.5,-0.5,0.5,0.0,-0.5,0.5,0.5,0.5,-0.5,0.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0
sp|P41240|CSK_HUMAN,-0.5128205128205128,0.07777777777777772,-0.33333333333333337,-0.6666666666666667,-0.6025641025641026,-0.05128205128205132,-0.38888888888888884,0.08333333333333326,-0.5666666666666667,-0.5333333333333333,-0.31999999999999995,-0.36363636363636365,-0.6363636363636364,-0.509090909090909,-0.6166666666666667,0.21818181818181825,-1.0,-0.13580246913580252,-0.2666666666666667,0.04444444444444451,-0.0888888888888889,0.16049382716049387,-0.2222222222222222,-0.5,-0.4769230769230769,-0.4666666666666667,-0.5238095238095238,0.22857142857142865,-0.7244444444444444,-0.7777777777777778,0.3047619047619048,0.2088888888888889,-0.6565656565656566,-0.008264462809917328,-0.024793388429752095,-0.4545454545454546,0.05785123966942152,0.0,0.18881118881118875,0.18181818181818188,0.125,-0.16666666666666663,0.11111111111111116,0.11111111111111116,-0.02777777777777779,-0.3571428571428571,0.0,-0.2777777777777778,0.020000000000000018,0.3799999999999999,0.5777777777777777,0.24444444444444446,-0.12,0.43999999999999995,0.28,0.76,-0.06666666666666665,0.19999999999999996,-0.29292929292929293,-0.9111111111111111,0.45679012345679015,-0.1777777777777778,-0.7373737373737373,-0.33333333333333337,-0.02564102564102566,0.2027972027972027,0.03846153846153855,-0.06293706293706292,-0.13286713286713292,-0.1923076923076923,0.03076923076923066,0.23076923076923084,-0.7333333333333334,-0.37142857142857144,-0.4358974358974359,-0.5794871794871794,-0.37777777777777777,-0.7128205128205128,-0.7444444444444445,-0.6222222222222222,-0.11111111111111116,-0.38888888888888884,-0.36363636363636365,0.01388888888888884,-0.3833333333333333,-0.6111111111111112,-0.6296296296296297,-0.15000000000000002,0.4444444444444444,0.4444444444444444,0.33333333333333326,0.8666666666666667,0.8333333333333333,0.2666666666666666,0.11111111111111116,0.33333333333333326,0.1454545454545455,-0.036363636363636376,0.34545454545454546,0.5800000000000001,-0.88,-0.12727272727272732,-0.16666666666666663,0.19999999999999996,0.7820512820512822,0.7083333333333333,0.6923076923076923,0.3205128205128205,0.8205128205128205,0.75,0.1282051282051282,0.6666666666666667,0.30000000000000004,-0.26,0.1200000000000001,0.47272727272727266,0.43333333333333335,0.06000000000000005,-0.2666666666666667,0.25,0.47928994082840237,-1.0,-0.5726495726495726,0.858974358974359,0.8461538461538463,0.4725274725274726,-1.0,-1.0,0.18681318681318682,0.21904761904761916,0.2755102040816326,0.1428571428571428,0.33673469387755106,0.36734693877551017,0.33333333333333326,0.33673469387755106,-0.4,0.509090909090909,0.16363636363636358,-1.0,-0.775,0.10909090909090913,0.1399999999999999,0.1454545454545455,0.125,0.16666666666666674,-0.30000000000000004,0.22222222222222232,0.4027777777777777,0.16666666666666674,-0.48611111111111116,-0.4242424242424242,-0.1048951048951049,-0.0461538461538461,0.16483516483516492,-0.2727272727272727,-0.053254437869822535,0.1208791208791209,0.029585798816567976,0.041420118343195256,0.04444444444444451,0.10000000000000009,-0.19999999999999996,0.040000000000000036,-0.06666666666666665,0.04444444444444451,-0.15000000000000002,-0.0444444444444444,0.2447552447552448,0.16883116883116878,0.22314049586776852,0.28671328671328666,-0.2727272727272727,0.1515151515151516,0.2727272727272727,0.20661157024793386,0.09722222222222232,-0.05128205128205132,0.050000000000000044,-0.06944444444444442,-0.09090909090909094,0.23611111111111116,0.011904761904761862,0.48484848484848486,-0.25757575757575757,0.4305555555555556,0.5,-0.303030303030303,-0.3055555555555556,0.6388888888888888,0.4722222222222223,0.375,0.0,0.07272727272727275,-0.24444444444444446,-0.7777777777777778,-0.3111111111111111,0.018181818181818077,0.050000000000000044,-0.19999999999999996,-0.05555555555555558,0.125,0.16666666666666674,-0.01388888888888884,0.11111111111111116,0.22222222222222232,0.15277777777777768,0.030303030303030276,-0.15625,-0.0625,0.05555555555555558,-0.1071428571428571,0.0,-0.1428571428571429,0.09375,0.28125,-0.0864197530864198,-0.03703703703703709,-0.012345679012345734,0.11111111111111116,-0.03703703703703709,-0.012345679012345734,0.18518518518518512,0.08641975308641969,0.09090909090909083,-0.28787878787878785,-0.6333333333333333,-0.01666666666666672,-0.07692307692307687,-0.25,-0.3484848484848485,-0.045454545454545414,-0.015151515151515138,0.030303030303030276,0.10606060606060597,-0.10606060606060608,0.030303030303030276,-0.06060606060606055,-0.28787878787878785,0.10606060606060597,0.045454545454545414,0.018181818181818077,0.22314049586776852,-0.18181818181818177,-0.19999999999999996,-0.15702479338842978,0.22314049586776852,-0.2954545454545454,0.3999999999999999,0.05555555555555558,0.825,-0.3571428571428571,-0.41666666666666663,0.5249999999999999,,0.10000000000000009,-0.1071428571428571,0.2142857142857142,-0.18181818181818177,-0.28787878787878785,0.03846153846153855,0.1923076923076923,0.05555555555555558,0.07692307692307687,0.76,0.8,0.040000000000000036,0.41999999999999993,0.8,0.74,0.3600000000000001,0.17999999999999994,0.05454545454545445,-0.4,-0.4727272727272728,-0.9191919191919192,-0.25619834710743805,0.4545454545454546,-0.3090909090909091,-0.4380165289256198,-0.44999999999999996,-0.33999999999999997,-0.37777777777777777,-0.36,-0.31999999999999995,-0.33999999999999997,-0.42000000000000004,-0.37777777777777777,0.29166666666666674,0.33333333333333326,0.0,-0.1428571428571429,0.22222222222222232,0.2333333333333334,0.2962962962962963,-0.05555555555555558,-0.7636363636363637,-1.0,-0.6033057851239669,-0.2727272727272727,-0.4049586776859504,-0.9173553719008265,-0.9669421487603306,-0.3223140495867769,0.3155555555555556,0.11111111111111116,0.4190476190476191,0.41333333333333333,-0.07777777777777772,-0.0888888888888889,0.1333333333333333,0.4222222222222223,0.3076923076923077,0.1200000000000001,0.17999999999999994,-0.19999999999999996,0.4363636363636363,0.5272727272727273,0.6545454545454545,0.24,0.5714285714285714,0.37755102040816335,0.5816326530612246,-0.01904761904761909,0.40816326530612246,0.08163265306122458,0.3265306122448979,0.23469387755102034,0.18095238095238098,0.2571428571428571,0.15238095238095228,-0.19999999999999996,0.01904761904761898,0.1428571428571428,-0.20952380952380956,0.161904761904762,-1.0,0.5,0.3600000000000001,-0.76,-0.84,-0.52,0.1200000000000001,0.040000000000000036
sp|P14174|MIF_HUMAN,-0.5,0.5,-0.5,-0.5,0.5,0.5,-0.5,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-0.5,-0.5,0.0,0.5,0.0,-0.5,-1.0,0.5,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-1.0,1.0,1.0,1.0,-1.0,1.0,0.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,-1.0,0.0,0.0,0.0,-0.5,0.0,-0.5,1.0,0.0,0.0,-1.0,0.5,-0.5,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-0.5,0.5,0.0,0.0,-1.0,0.0,-0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,-1.0,0.0,0.0,0.5,0.5,-0.5,-0.5,0.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,1.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,-1.0,-1.0,0.0,0.5,-1.0,0.5,0.5,0.0,0.0,0.0,0.0,-0.5,0.0,-0.5,-1.0,-0.5,-0.5,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.5,1.0,-1.0,0.0,1.0,1.0,0.5,0.0,0.0,-0.5,0.0,0.0,0.0,-0.5,-0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,-1.0,0.5,1.0,-0.5,-0.5,0.0,0.5,0.5,0.0,-1.0,0.0,1.0,-1.0,0.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,-0.5,-0.5,0.0,,0.0,0.5,0.5,-0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-0.5,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.5,-0.5,-0.5,-1.0,-1.0,-0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.0,0.5,0.0,0.0,-0.5,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0
sp|P19338|NUCL_HUMAN,0.33333333333333326,0.33333333333333326,0.16666666666666674,-1.0,-0.06666666666666665,1.0,-0.6666666666666667,0.46666666666666656,-0.5333333333333333,-0.5333333333333333,-0.52,-0.6666666666666667,-0.8,-0.6799999999999999,-0.6799999999999999,0.3600000000000001,,-0.6,-0.33333333333333337,-1.0,-0.33333333333333337,0.33333333333333326,-0.1333333333333333,0.0,-0.19999999999999996,-0.33333333333333337,0.9199999999999999,0.6000000000000001,-0.5,-0.33333333333333337,0.8999999999999999,1.0,-0.8666666666666667,-0.5833333333333333,-0.5333333333333333,-0.4,-0.38888888888888884,-0.6666666666666667,-0.16666666666666663,0.5,-0.06666666666666665,-0.06666666666666665,-0.8888888888888888,-0.16666666666666663,-0.4,-0.2222222222222222,-0.5333333333333333,-0.8666666666666667,-0.9,-0.08333333333333337,0.625,0.08333333333333326,-0.08333333333333337,-0.09999999999999998,-0.30000000000000004,0.8999999999999999,0.4444444444444444,0.16666666666666674,0.0,0.2666666666666666,0.8666666666666667,-0.33333333333333337,-0.5833333333333333,-0.05555555555555558,0.25,-0.5,-1.0,-0.25,-0.8,0.0,-0.8333333333333334,-0.30000000000000004,-0.6,0.040000000000000036,-0.36,-0.8,-0.4666666666666667,-0.52,-0.6799999999999999,-0.6,-0.75,-0.25,0.75,0.125,-0.5,-0.5,-0.5,0.0,-0.5555555555555556,-0.38888888888888884,-0.4444444444444444,0.2777777777777777,-0.5555555555555556,-0.5555555555555556,-0.7222222222222222,-0.38888888888888884,0.33333333333333326,-0.19999999999999996,0.1333333333333333,0.33333333333333326,-0.84,-0.06666666666666665,0.040000000000000036,0.6000000000000001,0.16666666666666674,0.0,0.7777777777777777,-0.33333333333333337,0.33333333333333326,0.5555555555555556,0.06666666666666665,0.5555555555555556,0.5,-0.25,-0.375,0.19999999999999996,-0.5,-0.30000000000000004,-0.5,-0.25,0.0,,-1.0,1.0,0.5,-0.5,,,-0.28,-0.19999999999999996,0.3999999999999999,-0.36,-0.06666666666666665,0.28,0.19999999999999996,-0.19999999999999996,-0.5555555555555556,0.0,-0.5,-0.4444444444444444,0.19999999999999996,-0.16666666666666663,-0.33333333333333337,-0.33333333333333337,-0.25,0.16666666666666674,-0.625,0.0,0.125,-0.33333333333333337,-0.7,-0.375,0.10000000000000009,0.28,0.3999999999999999,-0.6,-0.09999999999999998,0.040000000000000036,0.19999999999999996,-0.28,0.0,-0.1333333333333333,-0.19999999999999996,0.4444444444444444,-0.6111111111111112,-0.38888888888888884,-0.1333333333333333,-0.5,0.43999999999999995,0.52,-0.76,0.6799999999999999,0.43999999999999995,-0.19999999999999996,0.43999999999999995,0.3600000000000001,-0.7333333333333334,-0.19999999999999996,-0.8,-0.2666666666666667,-0.1333333333333333,0.06666666666666665,-0.38888888888888884,0.06666666666666665,-0.7777777777777778,0.6000000000000001,0.8333333333333333,-0.9444444444444444,-0.7777777777777778,0.7777777777777777,0.7777777777777777,0.38888888888888884,0.2777777777777777,0.5555555555555556,0.1333333333333333,-0.06666666666666665,-0.16666666666666663,0.4444444444444444,0.0,0.2777777777777777,0.5,0.16666666666666674,0.5,0.375,0.375,-0.33333333333333337,0.0,0.125,-0.5,-0.75,-0.25,0.125,-0.125,-0.75,-0.5,-0.5,-0.040000000000000036,0.06666666666666665,0.3999999999999999,0.1333333333333333,0.1200000000000001,0.06666666666666665,0.3999999999999999,-0.28,-0.33333333333333337,-0.6666666666666667,-0.5555555555555556,-0.6666666666666667,-0.5555555555555556,-1.0,-0.33333333333333337,-0.16666666666666663,0.0,-0.30000000000000004,-0.16666666666666663,0.125,-0.30000000000000004,-0.5,-0.6,-0.125,0.6666666666666667,0.33333333333333326,0.52,-0.1333333333333333,0.3999999999999999,0.52,0.7333333333333334,-0.36,-0.6,-0.875,1.0,-1.0,-1.0,-0.625,,-0.25,0.19999999999999996,0.3600000000000001,-0.52,0.0,-0.040000000000000036,0.6000000000000001,-0.30000000000000004,-0.2666666666666667,0.0,-0.6,-0.06666666666666665,-0.6,-0.5,-0.33333333333333337,-0.16666666666666663,-0.5,-0.25,-0.8,-0.5,-0.19999999999999996,0.10000000000000009,-0.09999999999999998,-0.6,-0.25,-0.5,-1.0,-0.5,-0.5,0.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,0.25,0.0,-0.5,-1.0,-1.0,-0.375,0.8333333333333333,0.0,0.75,0.8333333333333333,0.5,-0.5,-0.16666666666666663,0.5,-0.125,-0.625,-0.5,0.0,0.25,0.5,0.375,1.0,0.375,0.3999999999999999,0.3999999999999999,0.25,0.5,0.375,0.5,0.25,-0.375,-0.375,-0.375,0.0,-0.125,0.0,-0.6,-0.25,-1.0,0.6111111111111112,0.5,-0.7222222222222222,-1.0,-1.0,0.1333333333333333,-0.1333333333333333
